row_id,order_id,order__date,ship__date,ship__mode,customer_id,customer__name,segment,country,city,state,postal__code,region,product_id,category,sub-_category,product__name,sales
4386,US-2016-122784,20-07-2016,27-07-2016,Standard Class,RA-19915,russell applegate,Consumer,United States,Highland Park,Illinois,60035.0,Central,FUR-BO-10002545,Furniture,Bookcases,"atlantic metals mobile 3-shelf bookcases, custom colors",913.43
4387,CA-2017-156811,27-10-2017,02-11-2017,Standard Class,BP-11095,bart pistole,Corporate,United States,San Francisco,California,94122.0,West,OFF-AP-10001366,Office Supplies,Appliances,staple holder,43.92
4388,CA-2017-156811,27-10-2017,02-11-2017,Standard Class,BP-11095,bart pistole,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10001628,Office Supplies,Binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",25.032
4389,CA-2018-111556,20-11-2018,22-11-2018,First Class,CD-11920,carlos daly,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003651,Office Supplies,Paper,xerox 1968,46.76
4390,CA-2018-111556,20-11-2018,22-11-2018,First Class,CD-11920,carlos daly,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10003159,Furniture,Bookcases,"sauder camden county collection libraries, planked cherry finish",183.968
4391,CA-2018-111556,20-11-2018,22-11-2018,First Class,CD-11920,carlos daly,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10001459,Technology,Phones,samsung galaxy mega 6.3,1259.97
4392,CA-2018-111556,20-11-2018,22-11-2018,First Class,CD-11920,carlos daly,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004602,Office Supplies,Art,boston ks multi-size manual pencil sharpener,68.97
4393,CA-2017-108868,08-09-2017,12-09-2017,Standard Class,KB-16585,ken black,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-AR-10001953,Office Supplies,Art,boston 1645 deluxe heavier-duty electric pencil sharpener,70.368
4394,CA-2017-108868,08-09-2017,12-09-2017,Standard Class,KB-16585,ken black,Corporate,United States,Dallas,Texas,75081.0,Central,TEC-PH-10000923,Technology,Phones,"belkin sportfit armband for iphone 5s/5c, fuchsia",59.96
4395,CA-2015-142965,20-07-2015,20-07-2015,Same Day,SW-20245,scot wooten,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-ST-10002583,Office Supplies,Storage,fellowes neat ideas storage cubes,25.984
4396,CA-2015-142965,20-07-2015,20-07-2015,Same Day,SW-20245,scot wooten,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-BI-10000977,Office Supplies,Binders,ibico plastic spiral binding combs,27.36
4397,CA-2017-148740,15-11-2017,19-11-2017,Standard Class,AH-10690,anna häberlin,Corporate,United States,San Diego,California,92024.0,West,TEC-PH-10002549,Technology,Phones,polycom soundpoint ip 450 voip phone,361.376
4398,US-2015-138758,07-07-2015,11-07-2015,Standard Class,JL-15835,john lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-CH-10002880,Furniture,Chairs,"global high-back leather tilter, burgundy",172.186
4399,US-2015-138758,07-07-2015,11-07-2015,Standard Class,JL-15835,john lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003039,Furniture,Furnishings,"howard miller 11-1/2"" diameter grantwood wall clock",69.008
4400,CA-2017-131737,17-03-2017,17-03-2017,Same Day,GZ-14470,gary zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,OFF-EN-10003055,Office Supplies,Envelopes,"blue string-tie & button interoffice envelopes, 10 x 13",199.9
4401,CA-2017-131737,17-03-2017,17-03-2017,Same Day,GZ-14470,gary zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,OFF-AP-10002945,Office Supplies,Appliances,honeywell enviracaire portable hepa air cleaner for 17' x 22' room,901.95
4402,CA-2017-131737,17-03-2017,17-03-2017,Same Day,GZ-14470,gary zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-FU-10004306,Furniture,Furnishings,electrix halogen magnifier lamp,971.5
4403,CA-2017-114538,26-12-2017,27-12-2017,First Class,RC-19825,roy collins,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-AR-10002445,Office Supplies,Art,sanford major accent highlighters,11.328
4404,CA-2015-127936,02-09-2015,04-09-2015,First Class,CL-12565,clay ludtke,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10002445,Office Supplies,Art,sanford major accent highlighters,21.24
4405,CA-2016-164336,05-07-2016,10-07-2016,Standard Class,MW-18220,mitch webber,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002345,Technology,Accessories,hp standard 104 key ps/2 keyboard,34.8
4406,CA-2016-164336,05-07-2016,10-07-2016,Standard Class,MW-18220,mitch webber,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10001558,Office Supplies,Storage,acco perma 4000 stacking storage drawers,38.976
4407,CA-2017-100041,20-11-2017,25-11-2017,Standard Class,BF-10975,barbara fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10001622,Office Supplies,Paper,"ampad poly cover wirebound steno book, 6"" x 9"" assorted colors, gregg ruled",9.08
4408,CA-2017-100041,20-11-2017,25-11-2017,Standard Class,BF-10975,barbara fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10000418,Office Supplies,Paper,xerox 189,314.55
4409,CA-2017-100041,20-11-2017,25-11-2017,Standard Class,BF-10975,barbara fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-BI-10000343,Office Supplies,Binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",4.91
4410,US-2015-154879,06-05-2015,11-05-2015,Standard Class,SN-20710,steve nguyen,Home Office,United States,Los Angeles,California,90004.0,West,OFF-LA-10004425,Office Supplies,Labels,staple-on labels,5.78
4411,US-2015-154879,06-05-2015,11-05-2015,Standard Class,SN-20710,steve nguyen,Home Office,United States,Los Angeles,California,90004.0,West,OFF-AR-10001897,Office Supplies,Art,model l table or wall-mount pencil sharpener,107.94
4412,CA-2015-130624,21-06-2015,24-06-2015,First Class,TB-21280,toby braunhardt,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10003883,Office Supplies,Paper,"message book, phone, wirebound standard line memo, 2 3/4"" x 5""",19.65
4413,CA-2015-130624,21-06-2015,24-06-2015,First Class,TB-21280,toby braunhardt,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10003963,Technology,Phones,ge 2-jack phone line splitter,617.97
4414,CA-2015-130624,21-06-2015,24-06-2015,First Class,TB-21280,toby braunhardt,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10001303,Office Supplies,Appliances,"holmes cool mist humidifier for the whole house with 8-gallon output per day, extended life filter",59.7
4415,CA-2018-132339,19-08-2018,23-08-2018,Standard Class,JB-15400,jennifer braxton,Corporate,United States,Lawrence,Massachusetts,1841.0,East,OFF-BI-10003925,Office Supplies,Binders,fellowes pb300 plastic comb binding machine,387.99
4416,CA-2015-153983,29-11-2015,06-12-2015,Standard Class,AH-10210,alan hwang,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10004586,Technology,Phones,wilson signalboost 841262 db pro amplifier kit,575.92
4417,CA-2015-153983,29-11-2015,06-12-2015,Standard Class,AH-10210,alan hwang,Consumer,United States,San Francisco,California,94122.0,West,OFF-FA-10003495,Office Supplies,Fasteners,staples,30.4
4418,CA-2018-112900,09-04-2018,12-04-2018,Second Class,KL-16645,ken lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,OFF-BI-10002867,Office Supplies,Binders,gbc recycled regency composition covers,478.24
4419,CA-2015-160157,20-12-2015,27-12-2015,Standard Class,MH-17455,mark hamilton,Consumer,United States,Hamilton,Ohio,45011.0,East,FUR-FU-10003773,Furniture,Furnishings,eldon cleatmat plus chair mats for high pile carpets,190.848
4420,CA-2015-139633,17-12-2015,24-12-2015,Standard Class,EC-14050,erin creighton,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-BI-10002954,Office Supplies,Binders,newell 3-hole punched plastic slotted magazine holders for binders,5.484
4421,CA-2016-163090,17-11-2016,21-11-2016,Second Class,GH-14665,greg hansen,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-SU-10002537,Office Supplies,Supplies,acme box cutter scissors,40.92
4422,CA-2015-117016,04-03-2015,09-03-2015,Standard Class,SC-20095,sanjit chand,Consumer,United States,Margate,Florida,33063.0,South,OFF-AR-10001374,Office Supplies,Art,"bic brite liner highlighters, chisel tip",15.552
4423,CA-2018-159464,18-05-2018,19-05-2018,First Class,TB-21355,todd boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,OFF-AP-10001492,Office Supplies,Appliances,"acco six-outlet power strip, 4' cord length",17.24
4424,CA-2018-159464,18-05-2018,19-05-2018,First Class,TB-21355,todd boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,FUR-BO-10003546,Furniture,Bookcases,hon 4-shelf metal bookcases,302.94
4425,CA-2018-159464,18-05-2018,19-05-2018,First Class,TB-21355,todd boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,TEC-PH-10002185,Technology,Phones,qvs usb car charger 2-port 2.1amp for ipod/iphone/ipad/ipad 2/ipad 3,34.75
4426,CA-2018-159464,18-05-2018,19-05-2018,First Class,TB-21355,todd boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,OFF-BI-10000315,Office Supplies,Binders,poly designer cover & back,113.94
4427,CA-2018-159464,18-05-2018,19-05-2018,First Class,TB-21355,todd boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,TEC-PH-10002350,Technology,Phones,apple earpods with remote and mic,55.98
4428,US-2018-103226,22-09-2018,28-09-2018,Standard Class,DW-13195,david wiener,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-PA-10002666,Office Supplies,Paper,southworth 25% cotton linen-finish paper & envelopes,27.18
4429,CA-2018-119452,21-03-2018,27-03-2018,Standard Class,CL-12565,clay ludtke,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-CH-10004495,Furniture,Chairs,"global leather and oak executive chair, black",1805.88
4430,CA-2018-147725,14-09-2018,14-09-2018,Same Day,LT-17110,liz thompson,Consumer,United States,Orange,New Jersey,7050.0,East,OFF-AR-10001725,Office Supplies,Art,boston home & office model 2000 electric pencil sharpeners,70.95
4431,CA-2017-168893,03-11-2017,08-11-2017,Second Class,AP-10915,arthur prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-FA-10002280,Office Supplies,Fasteners,advantus plastic paper clips,20.0
4432,CA-2017-168893,03-11-2017,08-11-2017,Second Class,AP-10915,arthur prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10001770,Office Supplies,Art,economy #2 pencils,7.98
4433,CA-2017-168893,03-11-2017,08-11-2017,Second Class,AP-10915,arthur prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,magna visual magnetic picture hangers,24.1
4434,CA-2017-168893,03-11-2017,08-11-2017,Second Class,AP-10915,arthur prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10003772,Office Supplies,Art,boston 16750 black compact battery pencil sharpener,8.75
4435,CA-2017-168893,03-11-2017,08-11-2017,Second Class,AP-10915,arthur prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-TA-10003392,Furniture,Tables,global adaptabilities conference tables,842.94
4436,CA-2017-163398,03-05-2017,08-05-2017,Standard Class,CB-12415,christy brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10000014,Office Supplies,Binders,heavy-duty e-z-d binders,2.182
4437,CA-2017-163398,03-05-2017,08-05-2017,Standard Class,CB-12415,christy brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10003217,Office Supplies,Art,newell 316,27.384
4438,CA-2017-163398,03-05-2017,08-05-2017,Standard Class,CB-12415,christy brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AP-10002403,Office Supplies,Appliances,acco smartsocket color-coded six-outlet ac adapter model surge protectors,26.406
4439,CA-2017-162726,27-12-2017,02-01-2018,Standard Class,MT-17815,meg tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10001972,Office Supplies,Paper,xerox 214,10.368
4440,CA-2017-162726,27-12-2017,02-01-2018,Standard Class,MT-17815,meg tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10004041,Office Supplies,Paper,"it's hot message books with stickers, 2 3/4"" x 5""",23.68
4441,US-2017-111290,22-07-2017,26-07-2017,Standard Class,DK-13375,dennis kane,Consumer,United States,Westland,Michigan,48185.0,Central,TEC-AC-10004975,Technology,Accessories,plantronics audio 995 wireless stereo headset,109.95
4442,US-2017-111290,22-07-2017,26-07-2017,Standard Class,DK-13375,dennis kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001932,Office Supplies,Storage,fellowes staxonsteel drawer files,965.85
4443,US-2017-111290,22-07-2017,26-07-2017,Standard Class,DK-13375,dennis kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-AR-10001761,Office Supplies,Art,avery hi-liter smear-safe highlighters,29.2
4444,US-2017-111290,22-07-2017,26-07-2017,Standard Class,DK-13375,dennis kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-PA-10002262,Office Supplies,Paper,xerox 192,32.4
4445,US-2015-147704,16-11-2015,21-11-2015,Standard Class,SR-20740,steven roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 white business envelopes,4 1/8 x 9 1/2",78.35
4446,US-2015-147704,16-11-2015,21-11-2015,Standard Class,SR-20740,steven roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-PA-10003270,Office Supplies,Paper,xerox 1954,31.68
4447,US-2015-147704,16-11-2015,21-11-2015,Standard Class,SR-20740,steven roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-BI-10001634,Office Supplies,Binders,wilson jones active use binders,29.12
4448,US-2015-147704,16-11-2015,21-11-2015,Standard Class,SR-20740,steven roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-ST-10000675,Office Supplies,Storage,"file shuttle ii and handi-file, black",169.45
4449,CA-2016-121965,19-06-2016,23-06-2016,Standard Class,LH-17155,logan haushalter,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000732,Furniture,Furnishings,eldon 200 class desk accessories,12.56
4450,CA-2016-121965,19-06-2016,23-06-2016,Standard Class,LH-17155,logan haushalter,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10004355,Office Supplies,Paper,xerox 231,6.48
4451,CA-2016-121965,19-06-2016,23-06-2016,Standard Class,LH-17155,logan haushalter,Consumer,United States,Los Angeles,California,90032.0,West,OFF-EN-10000056,Office Supplies,Envelopes,cameo buff policy envelopes,186.69
4452,CA-2017-147137,04-07-2017,06-07-2017,First Class,AA-10645,anna andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10000221,Furniture,Furnishings,"master caster door stop, brown",25.4
4453,CA-2017-147137,04-07-2017,06-07-2017,First Class,AA-10645,anna andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10003567,Office Supplies,Envelopes,"inter-office recycled envelopes, brown kraft, button-string,10"" x 13"" , 100/box",43.96
4454,CA-2017-147137,04-07-2017,06-07-2017,First Class,AA-10645,anna andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-BO-10001811,Furniture,Bookcases,"atlantic metals mobile 5-shelf bookcases, custom colors",1279.165
4455,CA-2017-147137,04-07-2017,06-07-2017,First Class,AA-10645,anna andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10002486,Office Supplies,Storage,eldon shelf savers cubes and bins,27.92
4456,US-2016-146745,03-09-2016,08-09-2016,Standard Class,AS-10630,ann steele,Home Office,United States,San Francisco,California,94110.0,West,FUR-CH-10002372,Furniture,Chairs,office star - ergonomically designed knee chair,129.568
4457,US-2016-146745,03-09-2016,08-09-2016,Standard Class,AS-10630,ann steele,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10003274,Office Supplies,Binders,"avery durable slant ring binders, no labels",6.368
4458,CA-2018-115175,07-08-2018,12-08-2018,Standard Class,MC-17575,matt collins,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10001878,Office Supplies,Paper,xerox 1891,244.55
4459,CA-2018-105851,13-03-2018,20-03-2018,Standard Class,SE-20110,sanjit engle,Consumer,United States,Denver,Colorado,80219.0,West,OFF-SU-10002881,Office Supplies,Supplies,martin yale chadless opener electric letter opener,1332.496
4460,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,FUR-FU-10001979,Furniture,Furnishings,dana halogen swing-arm architect lamp,32.776
4461,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-ST-10001522,Office Supplies,Storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",147.184
4462,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,TEC-AC-10003657,Technology,Accessories,lenovo 17-key usb numeric keypad,54.384
4463,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-BI-10001718,Office Supplies,Binders,gbc docubind p50 personal binding machine,76.776
4464,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-PA-10003022,Office Supplies,Paper,xerox 1992,14.352
4465,US-2018-125717,28-09-2018,01-10-2018,First Class,DS-13030,darrin sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-AP-10000891,Office Supplies,Appliances,kensington 7 outlet masterpiece homeoffice power control center,209.792
4466,CA-2016-163895,07-08-2016,11-08-2016,Standard Class,NS-18640,noel staavos,Corporate,United States,Boise,Idaho,83704.0,West,OFF-BI-10004970,Office Supplies,Binders,"accohide 3-ring binder, blue, 1""",3.304
4467,CA-2018-168641,24-11-2018,01-12-2018,Standard Class,KA-16525,kelly andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10003759,Office Supplies,Art,"crayola anti dust chalk, 12/pack",16.38
4468,CA-2018-168641,24-11-2018,01-12-2018,Standard Class,KA-16525,kelly andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10003001,Office Supplies,Envelopes,ames color-file green diamond border x-ray mailers,167.96
4469,CA-2018-168641,24-11-2018,01-12-2018,Standard Class,KA-16525,kelly andreada,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10000780,Furniture,Bookcases,o'sullivan plantations 2-door library in landvery oak,321.568
4470,CA-2018-168641,24-11-2018,01-12-2018,Standard Class,KA-16525,kelly andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10001972,Office Supplies,Paper,xerox 214,12.96
4471,CA-2018-156895,08-05-2018,12-05-2018,Standard Class,DJ-13510,don jones,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10003535,Furniture,Chairs,"global armless task chair, royal blue",128.058
4472,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-CH-10003774,Furniture,Chairs,"global wood trimmed manager's task chair, khaki",63.686
4473,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,TEC-AC-10004571,Technology,Accessories,logitech g700s rechargeable gaming mouse,239.976
4474,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-TA-10004442,Furniture,Tables,riverside furniture stanwyck manor table series,344.22
4475,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,OFF-PA-10002787,Office Supplies,Paper,xerox 227,15.552
4476,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-FU-10004586,Furniture,Furnishings,g.e. longer-life indoor recessed floodlight bulbs,21.248
4477,CA-2018-121300,29-09-2018,29-09-2018,Same Day,MG-17680,maureen gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,OFF-PA-10002606,Office Supplies,Paper,xerox 1928,8.448
4478,CA-2018-130211,22-10-2018,22-10-2018,Same Day,BD-11620,brian decherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-ST-10000129,Office Supplies,Storage,fellowes recycled storage drawers,333.09
4479,CA-2018-130211,22-10-2018,22-10-2018,Same Day,BD-11620,brian decherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,FUR-TA-10003748,Furniture,Tables,bevis 36 x 72 conference tables,248.98
4480,CA-2015-147235,24-03-2015,28-03-2015,Standard Class,CD-11920,carlos daly,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004948,Office Supplies,Paper,xerox 190,24.9
4481,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10001561,Office Supplies,Fasteners,stockwell push pins,15.26
4482,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AP-10002998,Office Supplies,Appliances,holmes 99% hepa air purifier,43.32
4483,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003981,Office Supplies,Binders,"avery durable plastic 1"" binders",43.584
4484,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001725,Office Supplies,Paper,xerox 1892,116.28
4485,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10002071,Office Supplies,Binders,fellowes black plastic comb bindings,9.296
4486,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10000477,Office Supplies,Paper,xerox 22,19.44
4487,CA-2017-109365,03-11-2017,08-11-2017,Standard Class,XP-21865,xylona preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10004359,Office Supplies,Paper,multicolor computer printout paper,314.55
4488,CA-2016-162621,05-09-2016,11-09-2016,Standard Class,CA-12055,cathy armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000962,Office Supplies,Binders,"acco flexible accohide square ring data binder, dark blue, 11 1/2"" x 14"" 7/8""",16.27
4489,CA-2016-162621,05-09-2016,11-09-2016,Standard Class,CA-12055,cathy armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-SU-10003567,Office Supplies,Supplies,stiletto hand letter openers,69.12
4490,CA-2016-162621,05-09-2016,11-09-2016,Standard Class,CA-12055,cathy armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10003708,Office Supplies,Binders,"acco four pocket poly ring binder with label holder, smoke, 1""",4.47
4491,CA-2018-105921,14-08-2018,21-08-2018,Standard Class,JM-15250,janet martin,Consumer,United States,Los Angeles,California,90032.0,West,FUR-TA-10001095,Furniture,Tables,chromcraft round conference tables,418.296
4492,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,joe kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001571,Technology,Copiers,sharp 1540cs digital laser copier,659.988
4493,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,joe kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10000221,Furniture,Furnishings,"master caster door stop, brown",8.128
4494,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,joe kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001972,Office Supplies,Paper,xerox 214,36.288
4495,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,joe kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10000015,Furniture,Chairs,hon multipurpose stacking arm chairs,909.72
4496,CA-2018-112753,18-06-2018,23-06-2018,Standard Class,CC-12670,craig carreira,Consumer,United States,Los Angeles,California,90032.0,West,FUR-BO-10004015,Furniture,Bookcases,"bush andora bookcase, maple/graphite gray finish",917.9235
4497,CA-2018-112753,18-06-2018,23-06-2018,Standard Class,CC-12670,craig carreira,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10002036,Office Supplies,Paper,xerox 1930,38.88
4498,CA-2018-155075,02-12-2018,09-12-2018,Standard Class,GW-14605,giulietta weimer,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003650,Office Supplies,Binders,gbc docubind 300 electric binding machine,631.176
4499,CA-2015-103401,21-11-2015,26-11-2015,Standard Class,GR-14560,georgia rosenberg,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10003309,Office Supplies,Paper,xerox 211,12.96
4500,CA-2017-124814,10-04-2017,16-04-2017,Standard Class,FM-14215,filia mcadams,Corporate,United States,Bakersfield,California,93309.0,West,OFF-PA-10002787,Office Supplies,Paper,xerox 227,12.96
4501,CA-2017-124814,10-04-2017,16-04-2017,Standard Class,FM-14215,filia mcadams,Corporate,United States,Bakersfield,California,93309.0,West,OFF-BI-10000174,Office Supplies,Binders,"wilson jones clip & carry folder binder tool for ring binders, clear",23.2
4502,CA-2015-116757,30-06-2015,04-07-2015,Standard Class,MS-17980,michael stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10002005,Office Supplies,Paper,xerox 225,25.92
4503,CA-2015-116757,30-06-2015,04-07-2015,Standard Class,MS-17980,michael stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-FA-10002815,Office Supplies,Fasteners,staples,21.312
4504,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10000213,Technology,Phones,seidio bd2-hk3iph5-bk dilex case and holster combo for apple iphone 5/5s - black,173.656
4505,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10000828,Office Supplies,Appliances,avanti 4.4 cu. ft. refrigerator,361.96
4506,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-AC-10004708,Technology,Accessories,sony 32gb class 10 micro sdhc r40 memory card,62.85
4507,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001530,Technology,Phones,cisco unified ip phone 7945g voip phone,818.376
4508,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-ST-10002301,Office Supplies,Storage,tennsco commercial shelving,20.34
4509,US-2015-138247,24-12-2015,29-12-2015,Standard Class,BF-11170,ben ferrer,Home Office,United States,Los Angeles,California,90045.0,West,FUR-FU-10002554,Furniture,Furnishings,"westinghouse floor lamp with metal mesh shade, black",23.99
4510,CA-2018-167003,23-05-2018,29-05-2018,Standard Class,VS-21820,vivek sundaresam,Consumer,United States,Los Angeles,California,90036.0,West,FUR-TA-10001520,Furniture,Tables,"lesro sheffield collection coffee table, end table, center table, corner table",171.288
